day_of_year,Name,Median occupancy rate,Max occupancy rate,Min occupancy rate,Median beds open,Max beds open,Min beds open,Median beds occupied,Max beds occupied,Min beds occupied,Median critical care beds occupancy rate,Max critical care beds occupancy rate,Min critical care beds occupancy rate,Median no. beds occupied by long-stay patients (> 7 days),Max no. beds occupied by long-stay patients (> 7 days),Min no. beds occupied by long-stay patients (> 7 days),Median no. beds occupied by long-stay patients (> 21 days),Max no. beds occupied by long-stay patients (> 21 days),Min no. beds occupied by long-stay patients (> 21 days)
2021-11-21,Frimley Health NHS Foundation Trust,0,0,0,1287,1287,1287,1281,1281,1281,0.875,0.875,0.875,643,643,643,276,276,276
2021-11-21,Gateshead Health NHS Foundation Trust,0,0,0,447,447,447,424,424,424,0.7857142857142857,0.7857142857142857,0.7857142857142857,242,242,242,87,87,87
2021-11-21,George Eliot Hospital NHS Trust,0,0,0,304,304,304,297,297,297,0.875,0.875,0.875,130,130,130,41,41,41
2021-11-21,Gloucestershire Hospitals NHS Foundation Trust,0,0,0,960,960,960,892,892,892,0.9047619047619048,0.9047619047619048,0.9047619047619048,501,501,501,198,198,198
2021-11-21,Great Western Hospitals NHS Foundation Trust,0,0,0,514,514,514,494,494,494,1,1,1,205,205,205,54,54,54
2021-11-21,Guy's And St Thomas' NHS Foundation Trust,0,0,0,757,757,757,708,708,708,0.9512195121951219,0.9512195121951219,0.9512195121951219,43,43,43,164,164,164
2021-11-21,Hampshire Hospitals NHS Foundation Trust,0,0,0,793,793,793,704,704,704,0.9130434782608695,0.9130434782608695,0.9130434782608695,436,436,436,205,205,205
2021-11-21,Harrogate And District NHS Foundation Trust,0,0,0,292,292,292,271,271,271,0.875,0.875,0.875,161,161,161,74,74,74
2021-11-21,Heart Of England NHS Foundation Trust,0,0,0,1254,1254,1254,1166,1166,1166,0.896551724137931,0.896551724137931,0.896551724137931,749,749,749,259,259,259
2021-11-21,Homerton University Hospital NHS Foundation Trust,0,0,0,248,248,248,222,222,222,0.875,0.875,0.875,0,0,0,0,0,0
2021-11-21,Hull And East Yorkshire Hospitals NHS Trust,0,0,0,1005,1005,1005,950,950,950,0.7272727272727273,0.7272727272727273,0.7272727272727273,412,412,412,114,114,114
2021-11-21,Imperial College Healthcare NHS Trust,0,0,0,922,922,922,880,880,880,0.9811320754716981,0.9811320754716981,0.9811320754716981,490,490,490,208,208,208
2021-11-21,Ipswich Hospital NHS Trust,0,0,0,643,643,643,637,637,637,0.8333333333333334,0.8333333333333334,0.8333333333333334,301,301,301,105,105,105
2021-11-21,Isle Of Wight NHS Trust,0,0,0,245,245,245,230,230,230,0.6666666666666666,0.6666666666666666,0.6666666666666666,128,128,128,50,50,50
2021-11-21,James Paget University Hospitals NHS Foundation Trust,1,1,1,444,444,444,444,444,444,0.9166666666666666,0.9166666666666666,0.9166666666666666,207,207,207,76,76,76
2021-11-21,Kettering General Hospital NHS Foundation Trust,0,0,0,600,600,600,598,598,598,0.75,0.75,0.75,310,310,310,144,144,144
2021-11-21,King's College Hospital NHS Foundation Trust,0,0,0,1353,1353,1353,1342,1342,1342,0.9479166666666666,0.9479166666666666,0.9479166666666666,585,585,585,247,247,247
2021-11-21,Kingston Hospital NHS Foundation Trust,0,0,0,402,402,402,390,390,390,1,1,1,147,147,147,52,52,52
2021-11-21,Lancashire Teaching Hospitals NHS Foundation Trust,0,0,0,890,890,890,874,874,874,0.8928571428571429,0.8928571428571429,0.8928571428571429,432,432,432,196,196,196
2021-11-21,Leeds Teaching Hospitals NHS Trust,0,0,0,1704,1704,1704,1665,1665,1665,0.7264150943396226,0.7264150943396226,0.7264150943396226,1026,1026,1026,483,483,483
2021-11-21,Lewisham And Greenwich NHS Trust,0,0,0,838,838,838,833,833,833,0.8157894736842105,0.8157894736842105,0.8157894736842105,391,391,391,173,173,173
2021-11-21,London North West Healthcare NHS Trust,0,0,0,1093,1093,1093,1080,1080,1080,0.8787878787878788,0.8787878787878788,0.8787878787878788,702,702,702,264,264,264
2021-11-21,Luton And Dunstable University Hospital NHS Foundation Trust,0,0,0,660,660,660,632,632,632,0.6296296296296297,0.6296296296296297,0.6296296296296297,304,304,304,118,118,118
2021-11-21,Maidstone And Tunbridge Wells NHS Trust,0,0,0,744,744,744,691,691,691,0.6875,0.6875,0.6875,388,388,388,163,163,163
2021-11-21,Manchester University NHS Foundation Trust,0,0,0,1915,1915,1915,1837,1837,1837,0.8877551020408163,0.8877551020408163,0.8877551020408163,957,957,957,461,461,461
2021-11-21,Medway NHS Foundation Trust,0,0,0,460,460,460,447,447,447,0.9310344827586207,0.9310344827586207,0.9310344827586207,204,204,204,51,51,51
2021-11-21,Mid Cheshire Hospitals NHS Foundation Trust,0,0,0,460,460,460,440,440,440,0.5454545454545454,0.5454545454545454,0.5454545454545454,252,252,252,107,107,107
2021-11-21,Mid Essex Hospital Services NHS Trust,0,0,0,519,519,519,516,516,516,0.5,0.5,0.5,218,218,218,42,42,42
2021-11-21,Mid Yorkshire Hospitals NHS Trust,NA,NA,NA,NA,-Inf,Inf,NA,-Inf,Inf,NA,NA,NA,0,0,0,0,0,0
2021-11-21,Milton Keynes University Hospital NHS Foundation Trust,1,1,1,470,470,470,470,470,470,0.7777777777777778,0.7777777777777778,0.7777777777777778,210,210,210,78,78,78
2021-11-21,Norfolk And Norwich University Hospitals NHS Foundation Trust,0,0,0,860,860,860,823,823,823,0,0,0,338,338,338,93,93,93
2021-11-21,North Bristol NHS Trust,0,0,0,921,921,921,898,898,898,0.95,0.95,0.95,478,478,478,180,180,180
2021-11-21,North Cumbria University Hospitals NHS Trust,0,0,0,533,533,533,491,491,491,0.8125,0.8125,0.8125,185,185,185,70,70,70
2021-11-21,North Middlesex University Hospital NHS Trust,1,1,1,449,449,449,449,449,449,0.1,0.1,0.1,171,171,171,73,73,73
2021-11-21,North Tees And Hartlepool NHS Foundation Trust,0,0,0,582,582,582,554,554,554,0.5,0.5,0.5,265,265,265,86,86,86
2021-11-21,North West Anglia NHS Foundation Trust,0,0,0,769,769,769,723,723,723,0.7727272727272727,0.7727272727272727,0.7727272727272727,328,328,328,96,96,96
2021-11-21,Northampton General Hospital NHS Trust,1,1,1,682,682,682,682,682,682,0.75,0.75,0.75,435,435,435,218,218,218
2021-11-21,Northern Devon Healthcare NHS Trust,0,0,0,254,254,254,227,227,227,0.875,0.875,0.875,73,73,73,17,17,17
2021-11-21,Northern Lincolnshire And Goole NHS Foundation Trust,0,0,0,714,714,714,642,642,642,0.6666666666666666,0.6666666666666666,0.6666666666666666,299,299,299,72,72,72
2021-11-21,Northumbria Healthcare NHS Foundation Trust,0,0,0,1038,1038,1038,963,963,963,0.8928571428571429,0.8928571428571429,0.8928571428571429,415,415,415,160,160,160
2021-11-21,Nottingham University Hospitals NHS Trust,0,0,0,1469,1469,1469,1414,1414,1414,NA,NA,NA,733,733,733,298,298,298
2021-11-21,Oxford University Hospitals NHS Foundation Trust,0,0,0,1044,1044,1044,1024,1024,1024,0.71875,0.71875,0.71875,656,656,656,259,259,259
2021-11-21,Pennine Acute Hospitals NHS Trust,0,0,0,1092,1092,1092,1021,1021,1021,0.9411764705882353,0.9411764705882353,0.9411764705882353,452,452,452,150,150,150
2021-11-21,Plymouth Hospitals NHS Trust,0,0,0,815,815,815,790,790,790,0.7619047619047619,0.7619047619047619,0.7619047619047619,333,333,333,81,81,81
2021-11-21,Poole Hospital NHS Foundation Trust,0,0,0,491,491,491,485,485,485,0.9090909090909091,0.9090909090909091,0.9090909090909091,189,189,189,63,63,63
2021-11-21,Portsmouth Hospitals NHS Trust,0,0,0,1046,1046,1046,1010,1010,1010,0.6842105263157895,0.6842105263157895,0.6842105263157895,602,602,602,300,300,300
2021-11-21,Royal Berkshire NHS Foundation Trust,0,0,0,633,633,633,620,620,620,1,1,1,258,258,258,98,98,98
2021-11-21,Royal Cornwall Hospitals NHS Trust,0,0,0,642,642,642,590,590,590,0.8666666666666667,0.8666666666666667,0.8666666666666667,243,243,243,88,88,88
2021-11-21,Royal Devon And Exeter NHS Foundation Trust,0,0,0,646,646,646,584,584,584,0.68,0.68,0.68,298,298,298,82,82,82
2021-11-21,Royal Free London NHS Foundation Trust,0,0,0,862,862,862,839,839,839,0.9473684210526315,0.9473684210526315,0.9473684210526315,516,516,516,201,201,201
2021-11-21,Royal Liverpool And Broadgreen University Hospitals NHS Trust,0,0,0,836,836,836,802,802,802,0.8648648648648649,0.8648648648648649,0.8648648648648649,437,437,437,185,185,185
2021-11-21,Royal Surrey County Hospital NHS Foundation Trust,0,0,0,397,397,397,389,389,389,0.6956521739130435,0.6956521739130435,0.6956521739130435,195,195,195,78,78,78
2021-11-21,Royal United Hospitals Bath NHS Foundation Trust,NA,NA,NA,NA,-Inf,Inf,NA,-Inf,Inf,NA,NA,NA,0,0,0,0,0,0
2021-11-21,Salford Royal NHS Foundation Trust,0,0,0,770,770,770,718,718,718,0.7333333333333333,0.7333333333333333,0.7333333333333333,388,388,388,177,177,177
2021-11-21,Salisbury NHS Foundation Trust,0,0,0,411,411,411,409,409,409,0.8,0.8,0.8,196,196,196,83,83,83
2021-11-21,Sandwell And West Birmingham Hospitals NHS Trust,0,0,0,592,592,592,565,565,565,0.7857142857142857,0.7857142857142857,0.7857142857142857,312,312,312,125,125,125
2021-11-21,Sheffield Children's NHS Foundation Trust,0,0,0,149,149,149,121,121,121,NA,NA,NA,32,32,32,17,17,17
2021-11-21,Sheffield Teaching Hospitals NHS Foundation Trust,0,0,0,1525,1525,1525,1475,1475,1475,0.7281553398058253,0.7281553398058253,0.7281553398058253,746,746,746,313,313,313
2021-11-21,Sherwood Forest Hospitals NHS Foundation Trust,0,0,0,616,616,616,578,578,578,0.9090909090909091,0.9090909090909091,0.9090909090909091,278,278,278,108,108,108
2021-11-21,Shrewsbury And Telford Hospital NHS Trust,0,0,0,692,692,692,627,627,627,0.9,0.9,0.9,326,326,326,98,98,98
2021-11-21,South Tees Hospitals NHS Foundation Trust,0,0,0,843,843,843,748,748,748,0.8805970149253731,0.8805970149253731,0.8805970149253731,316,316,316,96,96,96
2021-11-21,South Tyneside NHS Foundation Trust,0,0,0,281,281,281,259,259,259,1,1,1,86,86,86,15,15,15
2021-11-21,South Warwickshire NHS Foundation Trust,0,0,0,467,467,467,451,451,451,0.7142857142857143,0.7142857142857143,0.7142857142857143,149,149,149,53,53,53
2021-11-21,Southend University Hospital NHS Foundation Trust,0,0,0,537,537,537,510,510,510,0.8636363636363636,0.8636363636363636,0.8636363636363636,194,194,194,63,63,63
2021-11-21,Southport And Ormskirk Hospital NHS Trust,0,0,0,394,394,394,377,377,377,1,1,1,205,205,205,87,87,87
2021-11-21,St George's University Hospitals NHS Foundation Trust,0,0,0,844,844,844,827,827,827,0.95,0.95,0.95,294,294,294,109,109,109
2021-11-21,St Helens And Knowsley Hospital Services NHS Trust,0,0,0,678,678,678,650,650,650,1,1,1,332,332,332,149,149,149
2021-11-21,Stockport NHS Foundation Trust,0,0,0,711,711,711,675,675,675,1,1,1,342,342,342,146,146,146
2021-11-21,Surrey And Sussex Healthcare NHS Trust,0,0,0,617,617,617,600,600,600,0.9375,0.9375,0.9375,316,316,316,126,126,126
2021-11-21,Tameside And Glossop Integrated Care NHS Foundation Trust,0,0,0,429,429,429,422,422,422,0.6666666666666666,0.6666666666666666,0.6666666666666666,211,211,211,99,99,99
2021-11-21,Taunton And Somerset NHS Foundation Trust,0,0,0,563,563,563,508,508,508,0.9166666666666666,0.9166666666666666,0.9166666666666666,200,200,200,57,57,57
2021-11-21,The Dudley Group NHS Foundation Trust,0,0,0,637,637,637,604,604,604,0.9,0.9,0.9,267,267,267,101,101,101
2021-11-21,The Hillingdon Hospitals NHS Foundation Trust,1,1,1,386,386,386,386,386,386,0.8888888888888888,0.8888888888888888,0.8888888888888888,237,237,237,103,103,103
2021-11-21,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0,0,0,1510,1510,1510,1360,1360,1360,0.8255813953488372,0.8255813953488372,0.8255813953488372,0,0,0,0,0,0
2021-11-21,The Princess Alexandra Hospital NHS Trust,0,0,0,384,384,384,383,383,383,1,1,1,168,168,168,62,62,62
2021-11-21,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0,0,0,419,419,419,418,418,418,0.6923076923076923,0.6923076923076923,0.6923076923076923,160,160,160,66,66,66
2021-11-21,The Rotherham NHS Foundation Trust,0,0,0,421,421,421,414,414,414,0.6153846153846154,0.6153846153846154,0.6153846153846154,119,119,119,23,23,23
2021-11-21,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,0,0,0,565,565,565,522,522,522,0.5,0.5,0.5,255,255,255,96,96,96
2021-11-21,The Royal Wolverhampton NHS Trust,0,0,0,732,732,732,669,669,669,0.75,0.75,0.75,378,378,378,158,158,158
2021-11-21,The Whittington Hospital NHS Trust,0,0,0,235,235,235,221,221,221,0.6,0.6,0.6,147,147,147,51,51,51
2021-11-21,Torbay And South Devon NHS Foundation Trust,0,0,0,383,383,383,346,346,346,0.7,0.7,0.7,133,133,133,22,22,22
2021-11-21,United Lincolnshire Hospitals NHS Trust,0,0,0,933,933,933,915,915,915,0.7741935483870968,0.7741935483870968,0.7741935483870968,414,414,414,124,124,124
2021-11-21,University College London Hospitals NHS Foundation Trust,0,0,0,969,969,969,808,808,808,0.828125,0.828125,0.828125,364,364,364,162,162,162
2021-11-21,University Hospital Southampton NHS Foundation Trust,0,0,0,1174,1174,1174,1104,1104,1104,0.875,0.875,0.875,734,734,734,294,294,294
2021-11-21,University Hospitals Birmingham NHS Foundation Trust,0,0,0,1069,1069,1069,1055,1055,1055,1,1,1,650,650,650,267,267,267
2021-11-21,University Hospitals Bristol NHS Foundation Trust,0,0,0,842,842,842,793,793,793,0.9272727272727272,0.9272727272727272,0.9272727272727272,452,452,452,0,0,0
2021-11-21,University Hospitals Coventry And Warwickshire NHS Trust,0,0,0,1144,1144,1144,1133,1133,1133,0.972972972972973,0.972972972972973,0.972972972972973,430,430,430,178,178,178
2021-11-21,University Hospitals Of Leicester NHS Trust,0,0,0,1640,1640,1640,1575,1575,1575,0.7125,0.7125,0.7125,635,635,635,239,239,239
2021-11-21,University Hospitals Of Morecambe Bay NHS Foundation Trust,0,0,0,653,653,653,635,635,635,0.7857142857142857,0.7857142857142857,0.7857142857142857,317,317,317,121,121,121
2021-11-21,University Hospitals Of North Midlands NHS Trust,0,0,0,1341,1341,1341,1310,1310,1310,0.9027777777777778,0.9027777777777778,0.9027777777777778,794,794,794,346,346,346
2021-11-21,Walsall Healthcare NHS Trust,1,1,1,448,448,448,448,448,448,0.9230769230769231,0.9230769230769231,0.9230769230769231,252,252,252,118,118,118
2021-11-21,Warrington And Halton Hospitals NHS Foundation Trust,0,0,0,539,539,539,484,484,484,0.9444444444444444,0.9444444444444444,0.9444444444444444,275,275,275,122,122,122
2021-11-21,West Hertfordshire Hospitals NHS Trust,0,0,0,671,671,671,593,593,593,0.6842105263157895,0.6842105263157895,0.6842105263157895,361,361,361,140,140,140
2021-11-21,West Suffolk NHS Foundation Trust,0,0,0,431,431,431,423,423,423,0.6666666666666666,0.6666666666666666,0.6666666666666666,154,154,154,44,44,44
2021-11-21,Western Sussex Hospitals NHS Foundation Trust,0,0,0,923,923,923,892,892,892,0.7272727272727273,0.7272727272727273,0.7272727272727273,451,451,451,176,176,176
2021-11-21,Weston Area Health NHS Trust,1,1,1,269,269,269,269,269,269,0.8,0.8,0.8,138,138,138,51,51,51
2021-11-21,Wirral University Teaching Hospital NHS Foundation Trust,0,0,0,772,772,772,770,770,770,0.9444444444444444,0.9444444444444444,0.9444444444444444,353,353,353,157,157,157
2021-11-21,Worcestershire Acute Hospitals NHS Trust,0,0,0,692,692,692,684,684,684,0.9615384615384616,0.9615384615384616,0.9615384615384616,304,304,304,86,86,86
2021-11-21,"Wrightington, Wigan And Leigh NHS Foundation Trust",0,0,0,449,449,449,420,420,420,0.6363636363636364,0.6363636363636364,0.6363636363636364,169,169,169,42,42,42
2021-11-21,Wye Valley NHS Trust,0,0,0,242,242,242,213,213,213,0.8333333333333334,0.8333333333333334,0.8333333333333334,88,88,88,25,25,25
2021-11-21,Yeovil District Hospital NHS Foundation Trust,0,0,0,337,337,337,307,307,307,0.8,0.8,0.8,140,140,140,43,43,43
2021-11-21,York Teaching Hospital NHS Foundation Trust,0,0,0,928,928,928,818,818,818,0.8421052631578947,0.8421052631578947,0.8421052631578947,330,330,330,114,114,114
2021-11-22,Aintree University Hospital NHS Foundation Trust,0,0,0,756,756,756,745,745,745,0.782608695652174,0.782608695652174,0.782608695652174,366,366,366,154,154,154
2021-11-22,Airedale NHS Foundation Trust,0,0,0,347,347,347,338,338,338,1,1,1,141,141,141,54,54,54
2021-11-22,Alder Hey Children's NHS Foundation Trust,0,0,0,163,163,163,150,150,150,NA,NA,NA,114,114,114,67,67,67
2021-11-22,Ashford And St Peter's Hospitals NHS Foundation Trust,0,0,0,424,424,424,417,417,417,0.8461538461538461,0.8461538461538461,0.8461538461538461,220,220,220,74,74,74
2021-11-22,"Barking, Havering And Redbridge University Hospitals NHS Trust",0,0,0,911,911,911,903,903,903,0.8461538461538461,0.8461538461538461,0.8461538461538461,473,473,473,143,143,143
2021-11-22,Barnsley Hospital NHS Foundation Trust,1,1,1,392,392,392,392,392,392,1,1,1,119,119,119,40,40,40
2021-11-22,Barts Health NHS Trust,0,0,0,1468,1468,1468,1403,1403,1403,0.9166666666666666,0.9166666666666666,0.9166666666666666,923,923,923,456,456,456
2021-11-22,Basildon And Thurrock University Hospitals NHS Foundation Trust,0,0,0,695,695,695,690,690,690,0.9411764705882353,0.9411764705882353,0.9411764705882353,319,319,319,106,106,106
2021-11-22,Bedford Hospital NHS Trust,0,0,0,383,383,383,373,373,373,0.7272727272727273,0.7272727272727273,0.7272727272727273,212,212,212,79,79,79
2021-11-22,Birmingham Women's And Children's NHS Foundation Trust,0,0,0,272,272,272,249,249,249,1,1,1,136,136,136,82,82,82
2021-11-22,Blackpool Teaching Hospitals NHS Foundation Trust,0,0,0,800,800,800,785,785,785,0.9705882352941176,0.9705882352941176,0.9705882352941176,440,440,440,177,177,177
2021-11-22,Bolton NHS Foundation Trust,0,0,0,606,606,606,590,590,590,0.7777777777777778,0.7777777777777778,0.7777777777777778,256,256,256,91,91,91
2021-11-22,Bradford Teaching Hospitals NHS Foundation Trust,0,0,0,727,727,727,704,704,704,0.9375,0.9375,0.9375,36,36,36,20,20,20
2021-11-22,Brighton And Sussex University Hospitals NHS Trust,0,0,0,846,846,846,825,825,825,0.6595744680851063,0.6595744680851063,0.6595744680851063,390,390,390,150,150,150
2021-11-22,Buckinghamshire Healthcare NHS Trust,0,0,0,567,567,567,560,560,560,0.8333333333333334,0.8333333333333334,0.8333333333333334,263,263,263,127,127,127
2021-11-22,Burton Hospitals NHS Foundation Trust,0,0,0,342,342,342,341,341,341,0.7,0.7,0.7,179,179,179,84,84,84
2021-11-22,Calderdale And Huddersfield NHS Foundation Trust,0,0,0,707,707,707,653,653,653,0.6153846153846154,0.6153846153846154,0.6153846153846154,293,293,293,106,106,106
2021-11-22,Cambridge University Hospitals NHS Foundation Trust,0,0,0,965,965,965,915,915,915,0.8983050847457628,0.8983050847457628,0.8983050847457628,508,508,508,209,209,209
2021-11-22,Chelsea And Westminster Hospital NHS Foundation Trust,0,0,0,695,695,695,657,657,657,0.6190476190476191,0.6190476190476191,0.6190476190476191,287,287,287,118,118,118
2021-11-22,Chesterfield Royal Hospital NHS Foundation Trust,0,0,0,469,469,469,449,449,449,1,1,1,164,164,164,50,50,50
2021-11-22,City Hospitals Sunderland NHS Foundation Trust,0,0,0,736,736,736,623,623,623,0.8333333333333334,0.8333333333333334,0.8333333333333334,247,247,247,95,95,95
2021-11-22,Colchester Hospital University NHS Foundation Trust,0,0,0,555,555,555,544,544,544,0.7692307692307693,0.7692307692307693,0.7692307692307693,218,218,218,63,63,63
2021-11-22,Countess Of Chester Hospital NHS Foundation Trust,0,0,0,505,505,505,492,492,492,0.9333333333333333,0.9333333333333333,0.9333333333333333,260,260,260,92,92,92
2021-11-22,County Durham And Darlington NHS Foundation Trust,0,0,0,879,879,879,730,730,730,0.9523809523809523,0.9523809523809523,0.9523809523809523,327,327,327,114,114,114
2021-11-22,Croydon Health Services NHS Trust,1,1,1,496,496,496,496,496,496,0.7857142857142857,0.7857142857142857,0.7857142857142857,204,204,204,77,77,77
2021-11-22,Dartford And Gravesham NHS Trust,0,0,0,507,507,507,491,491,491,0.8,0.8,0.8,219,219,219,83,83,83
2021-11-22,Derby Teaching Hospitals NHS Foundation Trust,0,0,0,1083,1083,1083,917,917,917,0.7777777777777778,0.7777777777777778,0.7777777777777778,413,413,413,133,133,133
2021-11-22,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,0,0,0,767,767,767,728,728,728,0.84,0.84,0.84,221,221,221,127,127,127
2021-11-22,Dorset County Hospital NHS Foundation Trust,0,0,0,290,290,290,263,263,263,0.875,0.875,0.875,120,120,120,46,46,46
2021-11-22,East And North Hertfordshire NHS Trust,0,0,0,578,578,578,561,561,561,0.5,0.5,0.5,263,263,263,113,113,113
